title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Suzuki Mehran VXR Euro II 2018,1590000,Islamabad,2018,90000,Petrol,Not Available,Islamabad,White,Local,800,2024-05-08,Low,Medium,Wednesday,6
Suzuki Mehran VXR (CNG) 2003,690000,Lahore,2003,51000,Petrol,Not Available,Lahore,Solid White,Local,800,2024-05-08,Low,Medium,Wednesday,21
Suzuki Khyber GA 1995,890000,Mardan,1995,87000,Petrol,Not Available,Lahore,Green,Local,1000,2024-05-08,Low,Medium,Wednesday,29
Toyota Hilux 1986,1620000,Sialkot,1994,350000,Petrol,Not Available,Sindh,Blue,Imported,2200,2024-05-08,Low,High,Wednesday,30
Toyota Corolla Axio G 2007,3600000,Peshawar,2007,250000,Petrol,Automatic,Lahore,Silver,Imported,1500,2024-05-08,Medium,High,Wednesday,17
Honda Vamos G 2016,1500000,Lahore,2016,153000,Petrol,Automatic,Punjab,Grey,Imported,660,2024-05-08,Low,High,Wednesday,8
Suzuki Wagon R VXL 2017,1985000,Lahore,2017,71000,Petrol,Not Available,Lahore,Solid White,Local,1000,2024-05-08,Low,Medium,Wednesday,7
Honda City 1.3 i-VTEC Prosmatec 2010,2715000,Islamabad,2010,129000,Petrol,Automatic,Islamabad,Modern Steel Metallic,Local,1300,2024-05-08,Medium,High,Wednesday,14
Suzuki Swift DX 1.3 2014,2075000,Lahore,2014,117000,Petrol,Not Available,Lahore,White,Local,1300,2024-05-08,Low,High,Wednesday,10
Toyota Land Cruiser Cygnus 2003,9000000,Lahore,2003,196000,Petrol,Automatic,Lahore,White,Imported,4700,2024-05-08,High,High,Wednesday,21
Toyota Fortuner 2.7 VVTi 2017,11100000,Lahore,2017,46000,Petrol,Automatic,Punjab,Attitude Black,Local,2700,2024-05-08,High,Low,Wednesday,7
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,3965000,Islamabad,2015,121200,Petrol,Automatic,Islamabad,White,Local,1800,2024-05-08,Medium,High,Wednesday,9
Toyota Yaris ATIV CVT 1.3 2022,4450000,Karachi,2022,6000,Petrol,Automatic,Karachi,Silver Metallic,Local,1300,2024-05-08,High,Low,Wednesday,2
KIA Sportage Black Limited Edition 2024,9000000,Lahore,2024,31,Petrol,Automatic,Un-Registered,Black,Local,2000,2024-05-08,High,Low,Wednesday,0
Audi e-tron 50 Quattro 230 kW 2022,28500000,Lahore,2022,1200,Not Available,Automatic,Lahore,Mythos Black Metallic,Imported,1300,2024-05-08,High,Low,Wednesday,2
Toyota Fortuner 2.7 G 2021,138000,Talagang,2021,8000,Petrol,Automatic,Islamabad,White,Local,2700,2024-05-08,Low,Low,Wednesday,3
Toyota Prado TX 3.0D 1996,3675000,Karachi,1996,12345,Diesel,Automatic,Sindh,Green,Imported,3000,2024-05-08,Medium,Low,Wednesday,28
Suzuki Bolan VX 2011,850000,Lahore,2011,25577,Petrol,Not Available,Karachi,Solid White,Local,800,2024-05-08,Low,Low,Wednesday,13
BMW 3 Series 325i 2001,3200000,Islamabad,2001,125000,Petrol,Automatic,Islamabad,Silver,Imported,2500,2024-05-08,Medium,High,Wednesday,23
MG 4 Excite 2023,11200000,Islamabad,2023,958,Not Available,Automatic,Un-Registered,White,Imported,1300,2024-05-08,High,Low,Wednesday,1
Suzuki Alto G 2010,2200000,Rawalpindi,2010,34500,Petrol,Automatic,Un-Registered,Superia White,Imported,660,2024-05-08,Low,Low,Wednesday,14
Toyota Vitz 2009,2230000,Islamabad,2009,90000,Petrol,Automatic,Lahore,Silver,Imported,1000,2024-05-08,Medium,Medium,Wednesday,15
Toyota Corolla 2024,9200000,Rawalpindi,2016,89900,Hybrid,Automatic,Un-Registered,Pearl White,Imported,1800,2024-05-08,High,Medium,Wednesday,8
Honda BR-V i-VTEC S 2022,5400000,Islamabad,2022,17000,Petrol,Automatic,Islamabad,White,Local,1500,2024-05-08,High,Low,Wednesday,2
Honda N Box G-L Package 2013,2199000,Islamabad,2013,130000,Petrol,Automatic,Islamabad,Silver,Imported,660,2024-05-08,Low,High,Wednesday,11
KIA Sportage Alpha 2021,6280000,Nowshera cantt,2021,31500,Petrol,Automatic,Islamabad,White,Imported,2000,2024-05-08,High,Low,Wednesday,3
Suzuki Cultus VXRi (CNG) 2011,1240000,Lahore,2011,122000,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,2024-05-08,Low,High,Wednesday,13
Suzuki Mehran VX 2004,585000,Rawalpindi,2004,999999,Petrol,Not Available,Lahore,Silver Metallic,Local,800,2024-05-08,Low,High,Wednesday,20
Daihatsu Rocky G 2019,5600000,Lahore,2019,46000,Petrol,Automatic,Un-Registered,Red,Imported,1000,2024-05-08,High,Low,Wednesday,5
Toyota Aqua S 2020,6450000,Islamabad,2020,66000,Hybrid,Automatic,Un-Registered,Silver,Imported,1500,2024-05-08,High,Medium,Wednesday,4
Daihatsu Hijet 2007,1380000,Rawalpindi,2007,100000,Petrol,Automatic,Islamabad,White,Imported,660,2024-05-08,Low,Medium,Wednesday,17
Suzuki Every 2019,2775000,Lahore,2019,27150,Petrol,Automatic,Un-Registered,White,Imported,660,2024-05-08,Medium,Low,Wednesday,5
Suzuki Swift DLX 1.3 Navigation  2019,2450000,Faisalabad,2019,70000,Petrol,Not Available,Lahore,Solid White,Local,1300,2024-05-08,Medium,Medium,Wednesday,5
Toyota Corolla XLi VVTi 2017,3150000,Karachi,2017,90000,Petrol,Not Available,Karachi,White,Local,1300,2024-05-08,Medium,Medium,Wednesday,7
Toyota Corolla Altis X Automatic 1.6 2022,6275000,Gujrat,2022,19000,Petrol,Automatic,Lahore,White,Local,1600,2024-05-08,High,Low,Wednesday,2
KIA Picanto 1.0 AT 2020,2975000,Faisalabad,2020,56558,Petrol,Automatic,Lahore,Sparkling Silver,Local,998,2024-05-08,Medium,Medium,Wednesday,4
Toyota Vitz F 1.0 2014,3085000,Lahore,2014,146000,Petrol,Automatic,Islamabad,Super White II,Imported,1000,2024-05-08,Medium,High,Wednesday,10
Suzuki Alto VXR AGS 2023,3000000,Islamabad,2023,7182,Petrol,Automatic,Islamabad,White,Local,660,2024-05-08,Medium,Low,Wednesday,1
KIA Sportage FWD 2024,7809999,Lahore,2024,26,Petrol,Automatic,Un-Registered,White,Local,2000,2024-05-08,High,Low,Wednesday,0
KIA Sportage Alpha 2024,7570999,Lahore,2024,32,Petrol,Automatic,Un-Registered,White,Local,2000,2024-05-08,High,Low,Wednesday,0
Toyota Aqua GS 2015,4485000,Islamabad,2015,73201,Hybrid,Automatic,Islamabad,Black,Imported,1500,2024-05-08,High,Medium,Wednesday,9
Suzuki Wagon R VXL 2017,1950000,Lahore,2017,125000,Petrol,Not Available,Faisalabad,Silky Silver,Local,1000,2024-05-08,Low,High,Wednesday,7
Suzuki Mehran VXR (CNG) 2011,535000,Karachi,2011,12345,Not Available,Not Available,Sindh,Graphite Grey,Local,800,2024-05-08,Low,Low,Wednesday,13
Suzuki Mehran VX 1996,459999,Islamabad,1996,99999,Petrol,Not Available,Rawalpindi,Red,Local,800,2024-05-08,Low,Medium,Wednesday,28
Toyota Corolla Altis 1.6 2012,2900000,Peshawar,2012,125000,Petrol,Not Available,Islamabad,Wine Red,Local,1600,2024-05-08,Medium,High,Wednesday,12
Suzuki Wagon R Hybrid FX 2017,3050000,Islamabad,2017,65000,Hybrid,Automatic,Islamabad,Silver,Imported,660,2024-05-08,Medium,Medium,Wednesday,7
Suzuki Baleno JXR 2003,1150000,Rawalpindi,2003,12345,Petrol,Not Available,Islamabad,White,Local,1300,2024-05-08,Low,Low,Wednesday,21
Suzuki Cultus VXRi 2009,1135000,Islamabad,2009,123456,Petrol,Not Available,Jhelum,Graphite Grey,Local,1000,2024-05-08,Low,High,Wednesday,15
Suzuki Mehran VX Euro II 2017,1100000,Okara,2017,65000,Petrol,Not Available,Punjab,Solid White,Local,796,2024-05-08,Low,Medium,Wednesday,7
Toyota Corona EX Saloon 1983,800000,Islamabad,2024,17,Petrol,Not Available,Islamabad,White,Imported,1300,2024-05-08,Low,Low,Wednesday,0
Suzuki Wagon R VXL 2017,2050000,Karachi,2017,44000,Petrol,Not Available,Karachi,Graphite Grey,Local,1000,2024-05-08,Low,Low,Wednesday,7
Suzuki Mehran VXR Euro II 2013,1025000,Rawalpindi,2013,12345,Petrol,Not Available,Lahore,White,Local,800,2024-05-08,Low,Low,Wednesday,11
KIA Picanto 1.0 AT 2020,2950000,Islamabad,2020,72000,Petrol,Automatic,Islamabad,White,Local,1000,2024-05-08,Medium,Medium,Wednesday,4
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5275000,Islamabad,2018,82000,Petrol,Automatic,Islamabad,Silver,Local,1800,2024-05-08,High,Medium,Wednesday,6
Daihatsu Mira X Limited 2012,1700000,Lahore,2012,123000,Petrol,Automatic,Karachi,Pearl White,Imported,660,2024-05-08,Low,High,Wednesday,12
Honda Vezel Hybrid X Honda Sensing 2018,6795000,Lahore,2018,66472,Hybrid,Automatic,Un-Registered,Blue,Imported,1500,2024-05-08,High,Medium,Wednesday,6
Honda City 1.3 i-VTEC 2015,2800000,Karachi,2015,103000,Petrol,Not Available,Sindh,White,Local,1300,2024-05-08,Medium,High,Wednesday,9
Nissan Leaf SL Plus 2021,7850000,Gujranwala,2021,30367,Not Available,Automatic,Un-Registered,White,Imported,1300,2024-05-08,High,Low,Wednesday,3
Hyundai Tucson AWD A/T Ultimate 2021,7800000,Islamabad,2021,26660,Petrol,Automatic,Islamabad,Black,Local,2000,2024-05-08,High,Low,Wednesday,3
Toyota Prado TZ 4.0 2012,19500000,Islamabad,2012,93472,Petrol,Automatic,Islamabad,White,Imported,4000,2024-05-08,High,Medium,Wednesday,12
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4925000,Islamabad,2017,71500,Petrol,Automatic,Islamabad,Silver,Local,1800,2024-05-08,High,Medium,Wednesday,7
Toyota Prado TX 2.7 2018,25700000,Lahore,2018,54000,Petrol,Automatic,Un-Registered,White,Imported,2700,2024-05-08,High,Medium,Wednesday,6
Toyota Yaris ATIV X CVT 1.5 2022,4800000,Karachi,2022,28000,Petrol,Automatic,Karachi,Black,Local,1500,2024-05-08,High,Low,Wednesday,2
Toyota Corolla Altis SR 1.6 2012,4500000,Islamabad,2012,73854,Petrol,Not Available,Islamabad,White,Local,1600,2024-05-08,High,Medium,Wednesday,12
Honda Vezel Hybrid Z Honda Sensing  2018,7600000,Karachi,2018,62000,Petrol,Automatic,Karachi,White,Imported,1500,2024-05-08,High,Medium,Wednesday,6
Honda Civic EXi 2000,1000000,Wazirabad,2000,100000,Petrol,Not Available,Lahore,Red,Local,1500,2024-05-08,Low,Medium,Wednesday,24
Suzuki Bolan 1983,420000,Chakwal,2006,100000,Petrol,Not Available,Islamabad,White,Imported,800,2024-05-08,Low,Medium,Wednesday,18
Suzuki Alto ECO-S 2013,1875000,Karachi,2013,103683,Petrol,Automatic,Karachi,White,Imported,660,2024-05-08,Low,High,Wednesday,11
Suzuki Wagon R VXL 2017,2200000,Lahore,2017,119000,Petrol,Not Available,Lahore,Solid White,Local,1000,2024-05-08,Low,High,Wednesday,7
Toyota Corolla XE Limited 1996,1250000,Arifwala,1996,205000,Petrol,Not Available,Multan,Black,Local,1300,2024-05-08,Low,High,Wednesday,28
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5250000,Lahore,2018,71000,Petrol,Automatic,Lahore,Grey,Local,1800,2024-05-08,High,Medium,Wednesday,6
Suzuki Alto VXR (CNG) 2008,950000,Rawalpindi,2008,907,Petrol,Not Available,Islamabad,Blue,Local,1000,2024-05-08,Low,Low,Wednesday,16
Toyota Corolla XLi VVTi 2009,2050000,Islamabad,2009,200000,Petrol,Not Available,Karachi,Attitude Black,Local,1300,2024-05-08,Low,High,Wednesday,15
Toyota Crown Royal Saloon 2004,5725000,Lahore,2004,228000,Petrol,Automatic,Lahore,Black,Imported,2500,2024-05-08,High,High,Wednesday,20
Suzuki Swift GLX CVT 2022,4200000,Karachi,2022,37000,Petrol,Automatic,Sindh,Grey,Local,1200,2024-05-08,High,Low,Wednesday,2
Suzuki Alto 2004,1300000,Peshawar,2004,100000,Petrol,Automatic,Peshawar,Blue,Imported,660,2024-05-08,Low,Medium,Wednesday,20
Toyota Corolla GLi 1.3 VVTi 2013,2475000,Karachi,2013,59500,Petrol,Not Available,Sindh,Silver,Local,1300,2024-05-08,Medium,Medium,Wednesday,11
Suzuki Mehran VX (CNG) 2008,835000,Lahore,2008,180000,Petrol,Not Available,Lahore,Blue,Local,800,2024-05-08,Low,High,Wednesday,16
Toyota Fortuner 2.7 VVTi 2017,10000000,Karachi,2017,79000,Petrol,Automatic,Karachi,Phantom Brown,Local,2700,2024-05-08,High,Medium,Wednesday,7
Honda City 1.3 i-VTEC Prosmatec 2019,3650000,Sialkot,2019,68000,Petrol,Automatic,Islamabad,Crystal Black Pearl,Local,1300,2024-05-08,Medium,Medium,Wednesday,5
Honda Civic 1.8 i-VTEC CVT 2021,5450000,Islamabad,2021,37000,Petrol,Automatic,Punjab,Crystal Black,Local,1800,2024-05-08,High,Low,Wednesday,3
Haval H6 1.5T 2024,0,Lahore,2024,1,Petrol,Automatic,Un-Registered,Diamond Black,Local,1500,2024-05-08,Low,Low,Wednesday,0
Daihatsu Taft 2022,3999000,Rawalpindi,2022,7000,Hybrid,Automatic,Un-Registered,White,Imported,660,2024-05-08,Medium,Low,Wednesday,2
Toyota Corolla Altis Automatic 1.6 2021,5000000,Karachi,2021,46000,Petrol,Automatic,Karachi,White,Local,1600,2024-05-08,High,Low,Wednesday,3
Haval H6 HEV 2024,0,Lahore,2024,2,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500,2024-05-08,Low,Low,Wednesday,0
BAIC BJ40 Plus Honorable Edition 2024,0,Lahore,2024,1,Petrol,Automatic,Un-Registered,Obsidian Black,Local,2000,2024-05-08,Low,Low,Wednesday,0
Honda Civic Oriel 2022,7500000,Karachi,2022,33386,Petrol,Automatic,Karachi,Blue,Local,1500,2024-05-08,High,Low,Wednesday,2
Haval H6 HEV 2024,0,Lahore,2024,1,Hybrid,Automatic,Un-Registered,Polar White,Local,1500,2024-05-08,Low,Low,Wednesday,0
Honda City 1.3 i-VTEC Prosmatec 2018,3500000,Lahore,2018,110000,Petrol,Automatic,Lahore,Taffeta White,Local,1300,2024-05-08,Medium,High,Wednesday,6
MG 4 Essence 2023,11700000,Lahore,2023,2500,Not Available,Automatic,Un-Registered,BLACK PEARL METALLIC,Local,1300,2024-05-08,High,Low,Wednesday,1
Suzuki Mehran 2010,710000,Gujranwala,2010,80000,Petrol,Not Available,Lahore,White,Local,800,2024-05-08,Low,Medium,Wednesday,14
Toyota Fortuner 2.7 G 2022,12500000,Karachi,2022,20350,Petrol,Automatic,Sindh,Super White,Local,2700,2024-05-08,High,Low,Wednesday,2
Toyota Corolla SE Limited 1993,1650000,Abbottabad,1993,123456,Petrol,Not Available,Rawalpindi,Green,Local,1500,2024-05-08,Low,High,Wednesday,31
Honda N Wgn G 2021,3750000,Islamabad,2021,15000,Petrol,Automatic,Un-Registered,White,Imported,660,2024-05-08,Medium,Low,Wednesday,3
Suzuki Cultus VXLi (CNG) 2010,1300000,Islamabad,2010,100000,Petrol,Not Available,Quetta,Solid White,Imported,1000,2024-05-08,Low,Medium,Wednesday,14
Nissan AD Van 2006,1550000,Peshawar,2006,1234,Not Available,Automatic,Sindh,White,Imported,1300,2024-05-08,Low,Low,Wednesday,18
Suzuki Every PC 2008,1335000,Mardan,2008,175000,Petrol,Automatic,Lahore,Pearl White,Imported,660,2024-05-08,Low,High,Wednesday,16
Honda Civic VTi Oriel Prosmatec 1.6 2002,1520000,Chakwal,2002,227000,Petrol,Automatic,Islamabad,White,Local,1600,2024-05-08,Low,High,Wednesday,22
Suzuki Bolan 2015,1250000,Rawalpindi,2015,80000,Petrol,Not Available,Lahore,White,Local,800,2024-05-08,Low,Medium,Wednesday,9
Suzuki Swift DLX 1.3 Navigation  2018,2680000,Rawalpindi,2018,64000,Petrol,Not Available,Rawalpindi,Sand Beige,Local,1300,2024-05-08,Medium,Medium,Wednesday,6
Honda City 1.3 i-VTEC 2016,3320000,Islamabad,2016,73500,Petrol,Not Available,Islamabad,Urban Titannium,Local,1300,2024-05-08,Medium,Medium,Wednesday,8
Nissan Roox S Hybrid 2022,4000000,Islamabad,2022,20751,Hybrid,Automatic,Un-Registered,Beige,Imported,660,2024-05-08,Medium,Low,Wednesday,2
Haval H6 HEV 2024,0,Lahore,2024,1,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500,2024-05-08,Low,Low,Wednesday,0
Toyota Corolla Axio Hybrid 1.5 2015,0,Karachi,2015,72000,Hybrid,Automatic,Karachi,Silver,Imported,1500,2024-05-08,Low,Medium,Wednesday,9
MG 4 Excite 2024,10800000,Lahore,2024,30,Not Available,Automatic,Un-Registered,BLACK PEARL METALLIC,Local,1300,2024-05-08,High,Low,Wednesday,0
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2024,7850000,Lahore,2022,5000,Petrol,Automatic,Punjab,Super white,Local,1800,2024-05-08,High,Low,Wednesday,2
Honda Civic RS 2024,9700000,Gujranwala,2018,1700,Petrol,Automatic,Un-Registered,Black,Local,1500,2024-05-08,High,Low,Wednesday,6
Toyota Land Cruiser ZX 2016,41000000,Lahore,2016,41000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,4600,2024-05-08,High,Low,Wednesday,8
Changan Oshan X7 FutureSense 2024,8850000,Lahore,2022,4000,Petrol,Automatic,Un-Registered,Galaxy Black,Local,1500,2024-05-08,High,Low,Wednesday,2
Toyota Corolla Altis Automatic 1.6 2019,5000000,Lahore,2019,68000,Petrol,Automatic,Lahore,Attitude Black,Local,1600,2024-05-08,High,Medium,Wednesday,5
Toyota Hilux Vigo Champ G 2013,7800000,Lahore,2013,80000,Diesel,Automatic,Lahore,Attitude Black,Imported,2500,2024-05-08,High,Medium,Wednesday,11
Honda City 1.2L CVT 2024,4600000,Islamabad,2020,2000,Petrol,Automatic,Un-Registered,Silver,Local,1200,2024-05-08,High,Low,Wednesday,4
Suzuki Mehran VX 1994,390000,Kohat,1994,19300,Not Available,Not Available,Sindh,Snow White Pearl,Local,800,2024-05-08,Low,Low,Wednesday,30
Daihatsu Move L 2020,3525000,Islamabad,2020,10000,Petrol,Automatic,Un-Registered,Black,Imported,660,2024-05-08,Medium,Low,Wednesday,4
Suzuki Wagon R Hybrid FX 2021,4100000,Islamabad,2021,16000,Hybrid,Automatic,Islamabad,Silver,Imported,660,2024-05-08,High,Low,Wednesday,3
Suzuki Bolan VX Euro II 2018,1385000,Pasrur,2018,99999,Petrol,Not Available,Lahore,Solid White,Local,800,2024-05-08,Low,Medium,Wednesday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2019,6200000,Islamabad,2019,45000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,2024-05-08,High,Low,Wednesday,5
Suzuki Cultus EURO II 2015,1340000,Karachi,2015,43000,Petrol,Not Available,Karachi,Solid White,Local,1000,2024-05-08,Low,Low,Wednesday,9
Suzuki Ravi 2016,1040000,Rawalpindi,2016,41000,Petrol,Not Available,Rawalpindi,White,Local,800,2024-05-08,Low,Low,Wednesday,8
Suzuki Mehran VXR Euro II 2018,1250000,Wah cantt,2018,48000,Petrol,Not Available,Islamabad,White,Local,800,2024-05-08,Low,Low,Wednesday,6
Suzuki Alto VXR 2007,620000,Karachi,2007,200000,Petrol,Not Available,Karachi,Solid White,Local,1000,2024-05-08,Low,High,Wednesday,17
Toyota Camry Up-Spec Automatic 2.4 2010,4350000,Lahore,2010,175000,Petrol,Automatic,Lahore,Black,Imported,2400,2024-05-08,High,High,Wednesday,14
Toyota Corolla GLi 1.3 VVTi 2016,3390000,Rawalpindi,2016,76543,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,2024-05-08,Medium,Medium,Wednesday,8
Suzuki Swift DLX Automatic 1.3 Navigation 2018,3150000,Karachi,2018,37366,Petrol,Automatic,Karachi,Silver,Local,1300,2024-05-08,Medium,Low,Wednesday,6
Mitsubishi Ek Wagon 2017,2700000,Karachi,2017,60000,Petrol,Automatic,Karachi,Blue,Imported,660,2024-05-08,Medium,Medium,Wednesday,7
Suzuki Wagon R VXR 2018,2095000,Islamabad,2018,97000,Petrol,Not Available,Islamabad,Solid White,Local,1000,2024-05-08,Low,Medium,Wednesday,6
Toyota Corolla XLi VVTi 2009,1950000,Lahore,2009,150000,Petrol,Not Available,Punjab,Black,Local,1300,2024-04-18,Low,High,Thursday,15
KIA Sportage AWD 2021,6500000,Islamabad,2021,73969,Petrol,Automatic,Islamabad,Black,Local,2000,2024-04-18,High,Medium,Thursday,3
KIA Sportage AWD 2020,6850000,Gujrat,2020,42000,Petrol,Automatic,Lahore,White,Local,2000,2024-04-18,High,Low,Thursday,4
Toyota C-HR G-LED 2017,7259999,Islamabad,2017,96000,Hybrid,Automatic,Islamabad,Black,Imported,1800,2024-04-18,High,Medium,Thursday,7
Proton Saga 1.3L Ace A/T 2024,3799000,Karachi,2024,35,Petrol,Automatic,Un-Registered,Snow White,Local,1299,2024-04-18,Medium,Low,Thursday,0
KIA Picanto 1.0 AT 2022,3080000,Karachi,2022,18600,Petrol,Automatic,Karachi,White,Local,1000,2024-04-18,Medium,Low,Thursday,2
Suzuki Baleno JXR 2005,825000,Lahore,2005,200000,Petrol,Not Available,Sindh,Silver,Local,1300,2024-04-18,Low,High,Thursday,19
Toyota Surf SSR-X 2.7 1998,3195000,Karachi,1998,212000,Petrol,Automatic,Karachi,Black,Imported,2700,2024-04-18,Medium,High,Thursday,26
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022,7700000,Faisalabad,2022,155,Petrol,Automatic,Punjab,Super white,Local,1800,2024-04-18,High,Low,Thursday,2
Toyota Hilux Revo V Automatic 2.8 2022,13500000,Islamabad,2022,58000,Diesel,Automatic,Islamabad,Black,Local,2800,2024-04-18,High,Medium,Thursday,2
Suzuki Alto 2003,1075000,Islamabad,2003,150000,Petrol,Automatic,Islamabad,Burgundy,Local,660,2024-04-18,Low,High,Thursday,21
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4850000,Lahore,2017,86000,Petrol,Automatic,Lahore,Lunar Silver Metallic,Imported,1800,2024-04-18,High,Medium,Thursday,7
Toyota C-HR S-LED 2018,7750000,Lahore,2018,75000,Hybrid,Automatic,Un-Registered,Red,Imported,1800,2024-04-18,High,Medium,Thursday,6
Suzuki Wagon R 2022,3690000,Jhelum,2022,11800,Hybrid,Automatic,Un-Registered,Burgundy,Imported,660,2024-04-18,Medium,Low,Thursday,2
Suzuki Alto works edition 2016,2350000,Islamabad,2016,119500,Petrol,Not Available,Sindh,White,Imported,660,2024-04-18,Medium,High,Thursday,8
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3700000,Mian channu,2014,112000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,2024-04-18,Medium,High,Thursday,10
Toyota Prius G Touring Selection Leather Package 1.5 2007,2700000,Faisalabad,2007,148000,Hybrid,Automatic,Lahore,White,Imported,1500,2024-04-18,Medium,High,Thursday,17
Honda Civic Oriel 1.8 i-VTEC CVT 2017,5100000,Islamabad,2017,89000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,2024-04-18,High,Medium,Thursday,7
Suzuki Wagon R VXL 2022,2950000,Lahore,2022,24000,Petrol,Not Available,Punjab,Silver,Local,1000,2024-04-18,Medium,Low,Thursday,2
Proton X70 Premium FWD 2023,8400000,Lahore,2023,5605,Petrol,Automatic,Islamabad,Grey,Local,1500,2024-04-18,High,Low,Thursday,1
Toyota Corolla XLi VVTi Limited Edition 2013,2970000,Lahore,2013,96000,Petrol,Not Available,Lahore,Silver,Local,1300,2024-04-18,Medium,Medium,Thursday,11
Toyota Aqua S 2020,6200000,Islamabad,2020,31500,Hybrid,Automatic,Un-Registered,White,Imported,1500,2024-04-18,High,Low,Thursday,4
Toyota Corolla Altis Grande CVT-i 1.8 2018,5400000,Lahore,2018,120000,Petrol,Automatic,Lahore,White,Local,1800,2024-04-18,High,High,Thursday,6
Suzuki Wagon R Stingray Hybrid X 2023,3850000,Rawalpindi,2023,750,Petrol,Automatic,Un-Registered,Silver,Imported,660,2024-04-18,Medium,Low,Thursday,1
Suzuki Alto VXR (CNG) 2011,1150000,Karachi,2011,96000,Petrol,Not Available,Sindh,Graphite Grey,Local,1000,2024-04-18,Low,Medium,Thursday,13
Toyota Passo Moda 2020,4575000,Islamabad,2020,34000,Petrol,Automatic,Un-Registered,White,Imported,1000,2024-04-18,High,Low,Thursday,4
Honda Civic VTi Automatic 1.6 1998,1050000,Karachi,1998,20000,Petrol,Automatic,Karachi,White,Imported,1600,2024-04-18,Low,Low,Thursday,26
Honda N Wgn G 2021,3825000,Multan,2021,1600,Petrol,Automatic,Un-Registered,Silver,Imported,660,2024-04-18,Medium,Low,Thursday,3
Suzuki Alto VXL AGS 2022,2785000,Karachi,2022,21900,Petrol,Automatic,Karachi,Solid White,Local,660,2024-04-18,Medium,Low,Thursday,2
Suzuki Alto VXL AGS 2021,2750000,Karachi,2021,29611,Petrol,Automatic,Sindh,Silky Silver,Local,660,2024-04-18,Medium,Low,Thursday,3
